제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,대분류,중분류,소분류,분류근거_키워드,분류신뢰도,출산양육관련여부,수집키워드,수집방식,제외사유,웹크롤링_상세본문,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,크롤링상태,HTTP상태,크롤링오류,보정필터_소스,검토메모
PROP-201601,임산부 배려석 태그 장치 도입,임산부 배려석 태그 장치 도입,2026-03-06,2026,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201601,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 배려석 태그 장치 도입,,,,,,,,,,,
PROP-201599,서울형키즈카페 연령제한 형제자매 제한없이 들어갈수있게해주세요,서울형키즈카페 연령제한 형제자매 제한없이 들어갈수있게해주세요,2026-03-06,2026,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201599,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,서울형키즈카페,상,직접관련,서울형키즈카페,확장 1차 생활키워드 수집,,서울형키즈카페 형제자매 동시들어걀수있게 부탁드립니다.예를들어사당2동 서울형키즈카페의경우  21년생 들어가면 19년생도 동시 입장할수있게 부탁드립니다.,,,,,,,,,,,
PROP-201586,임산부 무료 식사지원 「행복한 임신메뉴」 운영,임산부 무료 식사지원 「행복한 임신메뉴」 운영,2026-03-03,2026,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201586,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,"임신, 임산부",상,직접관련,임신,기존 1차 직접키워드 수집,,임산부 무료 식사지원 「행복한 임신메뉴」 운영,,,,,,,,,,,
PROP-201566,[시민규제발굴단] 아이돌봄문턱,[시민규제발굴단] 아이돌봄문턱,2026-02-26,2026,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201566,보육·돌봄 인프라,가족돌봄,아이돌봄·조부모돌봄,아이돌봄,상,직접관련,아이돌봄,기존 1차 직접키워드 수집,,[시민규제발굴단] 아이돌봄문턱,,,,,,,,,,,
PROP-201550,[시민규제발굴단] ‘어린이집 대란‘ 완화 방안(보육규제개선제안),[시민규제발굴단] ‘어린이집 대란‘ 완화 방안(보육규제개선제안),2026-02-22,2026,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201550,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,"보육, 어린이집",상,직접관련,보육,기존 1차 직접키워드 수집,,[시민규제발굴단] ‘어린이집 대란‘ 완화 방안(보육규제개선제안),,,,,,,,,,,
PROP-201543,[시민규제발굴단] 초등 긴급·일시돌봄 ‘사전등록제’ 폐지 또는 간소화,[시민규제발굴단] 초등 긴급·일시돌봄 ‘사전등록제’ 폐지 또는 간소화,2026-02-20,2026,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201543,보육·돌봄 인프라,가족돌봄,아이돌봄·조부모돌봄,일시돌봄,상,직접관련,일시돌봄,확장 1차 생활키워드 수집,,"1. 문제
- 긴급 상황인데도
사전회원 등록·서류 제출
을 먼저 요구
- 갑작스런 야근·질병·경조사 시 이용 어려움
2. 개선 제안
- 긴급일시돌봄은
사후 서류 제출 허용
- 보호자 신분 확인 후 즉시 이용 가능하도록 절차 단순화
- 서울시 통합 인증(서울시민 인증)으로 자동 연계",,,,,,,,,,,
PROP-201541,[시민규제발굴단] 어린이집 등 입소 관련 증빙서류 반복 제출 폐지,[시민규제발굴단] 어린이집 등 입소 관련 증빙서류 반복 제출 폐지,2026-02-20,2026,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201541,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,어린이집,상,직접관련,어린이집,기존 1차 직접키워드 수집,,[시민규제발굴단] 어린이집 등 입소 관련 증빙서류 반복 제출 폐지,,,,,,,,,,,
PROP-201539,[시민규제발굴단] 보육교사 처우 개선 유도함,[시민규제발굴단] 보육교사 처우 개선 유도함,2026-02-20,2026,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201539,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,보육,상,직접관련,보육,기존 1차 직접키워드 수집,,[시민규제발굴단] 보육교사 처우 개선 유도함,,,,,,,,,,,
PROP-201529,한부모 가정 자립 지원을 위한 통합형 + 주거연계 모델 도입 제안,한부모 가정 자립 지원을 위한 통합형 + 주거연계 모델 도입 제안,2026-02-19,2026,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201529,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,한부모,상,직접관련,한부모,기존 1차 직접키워드 수집,,한부모 가정 자립 지원을 위한 통합형 + 주거연계 모델 도입 제안,,,,,,,,,,,
PROP-201521,<전국 동마다 자자체에서 운영 관리 하는 동물보육원 신설 의무화에 관한 청원>,<전국 동마다 자자체에서 운영 관리 하는 동물보육원 신설 의무화에 관한 청원>,2026-02-16,2026,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201521,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,보육,상,직접관련,보육,기존 1차 직접키워드 수집,,<전국 동마다 자자체에서 운영 관리 하는 동물보육원 신설 의무화에 관한 청원>,,,,,,,,,,,
PROP-201497,남성 난임 지원 시술비를 신설해주시길 요청드립니다.,남성 난임 지원 시술비를 신설해주시길 요청드립니다.,2026-02-11,2026,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201497,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,남성 난임 지원 시술비를 신설해주시길 요청드립니다.,,,,,,,,,,,
PROP-201476,어린이 보호구역 이륜차 무단 주차 방지를 위한 종합 관리 방안,어린이 보호구역 이륜차 무단 주차 방지를 위한 종합 관리 방안,2026-02-06,2026,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201476,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"본 제안은
어린이 보호구역(스쿨존) 인근 보도 및 이면도로에 배달 오토바이와 자전거 등 이륜차가 무분별하게 주차되어 있어 아동의 보행 안전이 심각하게 위협받고 있는 문제를 개선하고자 함
. 실제로 성동구 경동초등학교 앞과 강동구 유정유치원 앞 어린이 보호구역 등에서 유사한 문제가 지속적으로 발생하고 있음.
이에 대한 개선 방안으로
무단 방치 행위가 3회 적발될 경우 이용자에게 과태료를 부과하고 서울시 내 공유 기기 이용을 영구 제한하는 ‘이용자 3OUT 제도’를 도입함
으로써 이용자 책임을 강화하고자 함. 또한
시민이 직접 방치된 기기를 지정 주차 구역으로 이동할 경우 건당 보상금(서울페이 등)을 지급하는 시민 참여형 견인 제도를 도입함
으로써, 행정 인력이 미치기 어려운 골목 지역까지 실시간 정비가 가능하도록 함. 아울러
해당 내용을 공유 기기 업체와의 협약 및 서울시 조례에 명문화하여 업체의 이용자 관리 책임을 강화하고 시민 참여형 정비가 가능하도록 행정적 기반을 마련함
.
이를 통해
어린이 보호구역 내 보행 안전을 확보하고 도시 미관을 개선할 수 있을 것으로 기대됨
. 더불어
시민 참여를 통해 한정된 단속 인력을 보완함으로써 행정 비용을 절감하고, 지역 내 소득 창출과 선진적인 주차 문화 정착에 기여할 수 있을 것으로 판단됨
.",,,,,,,,,,,
PROP-201438,자녀6명 이상인 가정은 총재산이 15억 이하이면 교육급여 대상자로 선정해주세요.,자녀6명 이상인 가정은 총재산이 15억 이하이면 교육급여 대상자로 선정해주세요.,2026-01-30,2026,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201438,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,교육·프로그램: 교육 + 자녀,중,조합관련,교육·프로그램: 교육 + 자녀,2차 문맥조합 수집,,자녀6명 이상인 가정은 총재산이 15억 이하이면 교육급여 대상자로 선정해주세요.,,,,,,,,,,,
PROP-201435,？？ [정책 제안] 빛의 자녀(개척자)들을 위한 ‘자존감 및 사회화 통합 교육’ 신설,？？ [정책 제안] 빛의 자녀(개척자)들을 위한 ‘자존감 및 사회화 통합 교육’ 신설,2026-01-30,2026,1.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201435,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,교육·프로그램: 교육 + 자녀,중,조합관련,교육·프로그램: 교육 + 자녀,2차 문맥조합 수집,,？？ [정책 제안] 빛의 자녀(개척자)들을 위한 ‘자존감 및 사회화 통합 교육’ 신설,,,,,,,,,,,
PROP-201374,버스 내 임산부석 자리 양보,버스 내 임산부석 자리 양보,2026-01-23,2026,6.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201374,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,버스 내 임산부석 자리 양보,,,,,,,,,,,
PROP-201294,서울형키즈카페 서울 생활권자 이용권한 확대,서울형키즈카페 서울 생활권자 이용권한 확대,2026-01-17,2026,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201294,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,서울형키즈카페,상,직접관련,서울형키즈카페,확장 1차 생활키워드 수집,,"서울형키즈카페를 서울 생활권자 다자녀가족도 무료로 이용할 수 있도록 개선 부탁드립니다.
서울생활권자는 사실상:
？ 아이 유치원·학교 서울
？ 부모 직장 서울
？ 소비·교통·병원·문화생활 전부 서울
？ 서울 혼잡·비용·육아환경 부담 똑같이 감당
그런데도
？ 주소지 한 줄 때문에
？ 다자녀여도
？ 무료 혜택 제외
？？ 부담은 같이 지는데, 혜택만 못 받는 구조
이게 억울한 포인트예요.
솔직한 결론
？ 공정하지 않음
？ 육아 현실을 반영하지 못함
？ 다자녀 정책 취지에도 어긋남",,,,,,,,,,,
PROP-201278,서울시 공공자전거 따릉이 다자녀가구 할인 도입 제안,서울시 공공자전거 따릉이 다자녀가구 할인 도입 제안,2026-01-15,2026,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201278,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다자녀,상,직접관련,다자녀,기존 1차 직접키워드 수집,,서울시 공공자전거 따릉이 다자녀가구 할인 도입 제안,,,,,,,,,,,
PROP-201207,"서울특별시 임산부 건강 지원사업(보건소, 산모 바우처 연계) 도입 제안","서울특별시 임산부 건강 지원사업(보건소, 산모 바우처 연계) 도입 제안",2026-01-12,2026,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201207,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,"임산부, 산모",상,직접관련,임산부,기존 1차 직접키워드 수집,,"서울특별시 임산부 건강 지원사업(보건소, 산모 바우처 연계) 도입 제안",,,,,,,,,,,
PROP-201182,장위동에 서울형키즈카페 개설 건의합니다.,장위동에 서울형키즈카페 개설 건의합니다.,2026-01-09,2026,57.0,1,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201182,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,서울형키즈카페,상,직접관련,서울형키즈카페,확장 1차 생활키워드 수집,,"장위1동에 있던 작은 육아공간마저 사라지고 장위동 일대에 서울형 키즈카페가 아예 없어 장위동 아이들은 자차나 버스를 타고 다른 동이나 구로 이동하여 서울형 키즈카페를 가야하는 불편 함이 있습니다.
장위동 일대에 많은 아파트가 들어서고 들어설 예정이니 많은 아이들이 찾을수 있는 서울형 키즈카페를 만들어 주셨으면 좋겠습니다.",,,,,,,,,,,
PROP-201158,임산부좌석,임산부좌석,2026-01-05,2026,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201158,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부좌석,,,,,,,,,,,
PROP-201155,종로구 서울형키즈카페,종로구 서울형키즈카페,2026-01-04,2026,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201155,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,서울형키즈카페,상,직접관련,서울형키즈카페,확장 1차 생활키워드 수집,,"종로구는 혜명 놀이터만 있는데
연령이 높아 다른 지역에 비해 이용이 불편한거 같습니다. 요즘 지역별로 멋지게 많이 짓던데 종로구도 하나 생겼으면 좋겠습니다~^^",,,,,,,,,,,
PROP-201115,여의신월지하차도 다자녀(3자녀 이상) 가구 통행료 할인 적용 제안,여의신월지하차도 다자녀(3자녀 이상) 가구 통행료 할인 적용 제안,2025-12-26,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201115,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다자녀,상,직접관련,다자녀,기존 1차 직접키워드 수집,,여의신월지하차도 다자녀(3자녀 이상) 가구 통행료 할인 적용 제안,,,,,,,,,,,
PROP-201102,서울시 자치구별 다자녀 혜택의 문제점,서울시 자치구별 다자녀 혜택의 문제점,2025-12-23,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201102,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다자녀,상,직접관련,다자녀,기존 1차 직접키워드 수집,,서울시 자치구별 다자녀 혜택의 문제점,,,,,,,,,,,
PROP-201086,[시민규제발굴단]교육부 아이사랑 앱 시간제보육 예약 설정 재검토,[시민규제발굴단]교육부 아이사랑 앱 시간제보육 예약 설정 재검토,2025-12-19,2025,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201086,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,보육,상,직접관련,보육,기존 1차 직접키워드 수집,,[시민규제발굴단]교육부 아이사랑 앱 시간제보육 예약 설정 재검토,,,,,,,,,,,
PROP-201045,[시민규제발굴단] 장애인 아이들을 위한 서울형키즈카페 혹은 시설내의 프로그램,[시민규제발굴단] 장애인 아이들을 위한 서울형키즈카페 혹은 시설내의 프로그램,2025-12-13,2025,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=201045,보육·돌봄 인프라,아동 놀이·체험공간,공공키즈카페·수유실·유아휴게실,서울형키즈카페,상,직접관련,서울형키즈카페,확장 1차 생활키워드 수집,,[시민규제발굴단] 장애인 아이들을 위한 서울형키즈카페 혹은 시설내의 프로그램,,,,,,,,,,,
